user_id,purchased_bins_cnt
1155307,2
198207,4
1119839,2
606412,2
1483927,2
1358705,3
1739983,6
1227026,2
1200633,2
748337,2
177857,3
193922,5
1608527,2
209471,3
273199,10
946669,2
430615,2
727588,2
695647,7
1003307,6
193068,2
1593991,2
1141824,3
904152,6
1172361,2
690593,5
935360,3
1987966,2
1640926,2
1254560,2
1610721,3
1591269,2
1216498,2
1139564,2
1608675,2
1109124,3
1100901,3
1002089,2
170348,2
699231,2
1557352,3
688779,4
1282441,2
1043012,2
1138208,2
740645,2
917611,5
166175,4
196226,5
720364,2
1650032,2
1006476,2
350956,5
1641119,2
1143598,3
696622,5
1327358,2
210490,3
1021561,3
1690795,2
1184814,2
1771565,2
1309396,11
1322703,2
1390787,2
728100,2
1004203,2
749155,5
716391,2
1132978,2
691049,8
211019,2
1018112,2
729576,2
982388,2
1137982,2
1608543,3
1826593,2
1428085,2
1171456,2
1575243,2
1365920,2
1667921,2
692390,2
1352861,2
639332,2
399090,3
918214,3
1158716,3
2066568,2
1113086,2
1141715,2
1378024,4
1134028,2
208769,5
1168950,2
184755,3
715538,2
1021542,3
1818989,2
749267,2
1142534,2
1094979,2
1140178,2
1532481,2
1554941,3
1538577,2
190439,2
1480805,2
189740,2
1590884,2
210210,2
2082936,2
948229,2
1010286,3
1100888,2
1641925,9
754025,2
730085,2
1018964,2
1379209,2
103499,3
650935,2
210431,3
980754,2
1597126,2
127767,6
720315,2
1136996,3
205358,4
707757,6
2120247,3
503274,2
1838514,2
1496885,3
184163,3
1225438,2
1803638,2
1614470,2
218291,2
1641186,2
1242599,2
1813991,2
730715,2
1122615,2
1642362,2
1019353,2
2144836,2
114288,2
718552,2
1669852,2
707398,2
1609158,2
167803,2
1601920,2
176207,2
1642851,2
1998945,2
1115104,2
989308,3
719380,2
1053750,3
1093085,2
1604159,2
1139191,3
723431,2
162761,2
78450,2
1151762,7
105483,5
716042,2
339656,2
1831656,2
1006251,2
107707,2
1256086,2
709015,4
726218,3
709456,3
1175616,2
1078050,2
1601102,2
1157046,3
172513,4
1141404,2
1279974,2
406958,3
722934,2
194478,5
732448,2
175896,2
1800474,2
752189,2
1590899,2
1136135,6
1157509,3
178387,3
1426115,2
714504,2
1349916,2
1096287,2
1790006,2
1002110,6
1171971,2
1175365,2
1188220,2
706132,4
189105,2
706156,6
178921,2
181015,4
1196100,3
1615209,2
1229623,2
704743,2
1591112,3
1941633,3
1651632,2
42082,3
1178788,2
841861,2
1550538,2
1139980,2
1601414,2
1822217,2
30789,2
1131941,2
693307,5
1374725,2
170978,2
1150350,5
1028213,2
1142602,2
637863,2
1821607,2
1162294,2
714721,3
106197,3
749981,2
1040576,2
1098105,2
1534211,2
210554,2
1660732,3
178819,3
1023122,3
703272,2
1214264,2
1144071,3
1634320,2
202878,2
170968,2
1384037,2
1028025,3
962753,2
197095,2
1038308,2
1016312,2
738587,4
189291,2
213681,4
642418,2
793359,2
1826023,2
1857741,3
196806,3
198545,2
1142796,3
1608070,2
1039308,2
171213,2
1200851,3
170251,4
1195062,3
167946,3
1944414,2
2071740,2
1134835,2
743010,2
712195,2
1591406,3
723862,5
1368817,2
104764,2
734939,5
1387091,3
224074,3
189054,3
195311,2
1641998,2
1335430,2
1167215,2
1827524,2
2065278,2
1267116,2
1631449,2
1609927,2
1006520,2
1857973,2
695983,2
1823345,2
1040538,2
1020019,3
1864447,2
1583602,2
998187,2
106546,2
1628067,2
1120114,2
105718,3
1487909,2
1129235,3
1018038,2
1366160,2
194651,4
1088683,2
1131980,3
193274,2
859840,3
163397,2
1024430,2
1063938,2
1245604,2
742525,2
744464,2
1177599,2
1582862,2
1218481,2
723912,2
179913,3
985781,5
894605,2
691537,5
1175863,2
169696,5
1643482,2
1595088,3
721050,2
1803398,3
1817023,2
1579905,2
609309,4
1074441,2
1352173,2
730935,2
1259886,3
1165000,2
1822586,2
1559530,2
1011468,2
166544,2
1000227,2
1081963,2
180348,2
1793425,2
1128464,2
1135657,2
1611478,2
1078193,2
105817,3
1625911,2
1009034,4
517835,2
707153,2
1032105,4
1230929,2
1169493,2
170899,2
409366,5
1630562,2
1167765,4
1166827,2
1079635,5
1162094,2
720036,3
184642,5
932242,2
203562,3
1590941,2
879987,2
1747049,2
1381622,2
1583744,2
1026883,3
2167978,2
750300,3
696031,4
1505438,2
191728,3
982219,3
707251,2
289905,2
187809,3
170481,2
546748,2
1117159,2
1130164,2
194640,3
1145006,3
1004093,5
1244030,2
737822,2
603260,5
1367187,2
931371,2
1076027,2
1196211,2
184139,2
1822172,2
1236332,2
917092,2
1992635,2
732201,2
1560543,2
929018,3
1185004,2
1451608,3
593477,2
1353886,2
176574,2
189349,2
1530041,4
1137515,5
1713745,4
991309,2
1166675,2
720305,3
203137,3
1616443,4
692011,2
1172965,3
1238463,8
1114572,2
1149880,3
1639228,2
1821292,2
1111692,4
558955,2
1607451,2
697517,2
1836301,2
200978,3
188659,2
1129115,2
1036510,7
722316,2
1621731,2
1100665,2
1175323,2
1131633,2
191068,2
1168976,2
1109696,2
1791188,2
1846170,2
708163,7
721027,3
199056,3
1846383,2
1494320,2
1591947,2
727293,2
1130767,2
1176220,2
946308,2
1230198,3
191570,4
1165362,2
1140564,3
51,3
1015047,2
1409065,2
672316,2
177293,6
198016,2
202681,2
1143187,3
1108383,2
1602215,2
198167,2
1141361,2
1153454,2
185553,4
745717,2
645130,2
1232756,7
750484,2
1166943,2
1036847,2
1117339,2
371875,2
1142258,2
150720,2
207544,3
1105919,2
718540,2
1603110,2
179905,2
528398,2
1353493,2
197223,2
105878,3
1774895,2
928942,2
643998,2
209245,4
740887,3
1147624,2
590288,2
903153,5
204243,2
414931,3
1186990,2
1142677,4
1078162,4
182284,4
1267708,2
704954,2
424642,2
811345,5
171547,6
1211391,2
1314963,4
1119531,2
1294896,2
763375,2
103635,3
1067975,3
1081507,2
1019451,2
1033159,2
716327,2
1141356,2
747074,2
1165573,2
177184,2
1017031,2
702560,2
1592511,2
200271,5
645622,3
689870,2
190369,2
1574333,2
1384095,2
1131669,2
1494671,2
1111624,2
1056934,2
1153290,2
455814,2
1295985,3
724756,2
1366880,2
1022134,2
717358,2
981812,2
1135146,3
1750109,2
1830622,2
929344,2
1178904,2
1147280,2
187135,2
2173226,2
900893,3
719117,7
184677,2
1614970,2
192004,2
1826208,2
1818548,2
732919,2
921034,2
169869,5
225355,4
710942,3
1639066,2
202201,3
719567,2
1191324,3
177823,2
1808911,2
701259,2
630874,2
1844734,2
1345409,2
1839101,2
1181365,2
693886,3
1014906,2
702897,2
1252973,2
1533827,2
967358,2
1007958,2
1172061,2
1638824,4
1698775,2
1491205,2
658557,2
152327,3
1151193,2
625102,3
2085600,2
169671,4
1674321,3
1265503,2
209117,2
2003230,2
1015695,2
997507,2
1843040,2
1192001,2
225246,3
1382984,2
627147,4
2065471,2
1866665,2
583435,2
1007917,2
1098746,3
170417,2
195086,2
1136426,2
726848,3
685319,3
915948,3
1146191,2
795558,3
1097719,2
53330,5
923924,3
1087063,2
103764,6
168310,5
103746,2
1335736,2
1190741,3
1106579,2
2151968,2
1545671,3
496250,3
1129012,2
1300238,3
164573,7
1482826,4
1067823,3
753670,2
642898,2
729271,3
436012,2
1247464,4
1009210,4
1808097,2
105041,3
1142734,2
1635901,2
772246,3
1116056,3
183054,2
1085039,2
170764,3
199290,3
491776,2
882773,2
181197,2
1281632,2
1090080,4
1838774,3
999944,2
1102181,2
1534225,3
190173,2
934274,2
1329721,2
1917305,3
700809,3
190838,2
1172377,2
405835,5
165524,8
224372,2
1364850,2
1155174,2
215109,7
1006298,2
1647552,2
1251208,2
683427,2
702626,2
906674,4
205605,2
178779,4
751092,3
1215009,2
1018086,3
1369135,2
733228,2
1162620,2
1312585,3
1586220,2
199628,2
1642373,2
1146981,3
203607,2
1431944,2
695745,3
1627661,2
725283,2
1103047,2
164735,3
1081096,3
1225621,2
1818249,2
1207923,6
1637218,2
1144380,2
171920,4
1476127,2
162735,2
1093154,3
1590513,2
1651643,2
1155316,2
1131679,3
1611672,3
339364,2
1030565,2
924842,4
1234989,3
194568,2
750102,2
745724,2
1170869,2
1479360,2
710732,2
1018243,2
1987305,2
718502,2
163067,2
1181333,2
1590314,2
1173602,2
165177,3
708548,2
607076,2
697687,3
727279,2
786663,2
167732,2
690389,4
258944,2
1815284,2
1068938,2
188831,2
54190,3
1975058,2
692608,2
1030737,2
733831,2
1833774,2
1165237,5
1162575,2
1135885,2
187080,3
924327,4
1194923,2
1373707,2
1133602,2
1034944,3
725591,2
1633340,3
194563,4
199114,3
1116385,2
787373,5
1262159,2
1626821,2
191682,2
453998,4
206001,3
1082257,2
1238980,2
298199,3
1060519,3
1178959,2
1187964,2
198894,2
1014100,2
929448,2
1138309,5
188847,2
1924098,2
194750,2
1099709,3
1150725,2
1102271,2
638017,3
1863208,2
1153125,2
995568,3
122942,2
1575846,3
103356,2
1821361,2
1082526,2
206918,3
1455844,2
1086412,3
733618,2
1792089,3
1039009,2
1670948,7
1124725,3
693863,2
716631,3
1521400,2
1151126,2
735302,2
210645,3
1642296,2
1494194,2
1915402,3
1027632,2
189252,6
1139108,3
1024925,2
942523,2
716903,4
425313,2
1745912,2
339512,2
253465,2
196909,2
1151373,2
1014794,2
265536,3
1158913,4
714375,2
1145151,2
1608248,2
642990,2
1158228,2
729043,3
182994,2
1138781,2
1568096,4
931733,2
1630600,2
237614,3
703317,6
1430657,2
1641697,2
1143218,6
1020260,3
946222,2
1863356,2
1119924,2
1055683,2
192465,4
1563896,2
1234419,2
185225,4
1145946,8
716842,2
1123695,4
697560,2
700909,2
181495,2
1379694,4
1619413,2
335670,2
1426055,2
1203788,3
1171338,2
1822148,3
827408,2
1198486,5
1151666,2
106522,2
1142741,3
1679686,2
1104329,5
1137762,2
993695,2
1843141,2
215148,4
1390163,2
1332219,2
199339,2
202652,2
1372545,3
714650,6
1135962,2
723813,2
204406,2
1141524,2
1164791,2
177645,5
1153193,3
403168,2
1424601,6
1221899,2
1160455,2
1497962,3
1229778,2
693994,3
989824,2
1565441,2
1818798,2
1199465,2
752964,2
932776,2
1402846,3
743005,3
1712103,3
1599004,5
719606,3
1016214,2
103463,2
1128213,3
1081002,4
1140129,2
1046997,3
1172861,2
1314151,2
1550603,2
1239150,2
1792927,2
709383,2
645351,2
2134628,2
1836620,5
731656,3
930871,2
741527,3
1124042,3
209728,3
719878,8
1617719,2
1013576,2
202999,2
2186581,3
1123624,2
1958301,3
654984,2
1743469,3
580694,2
188700,2
930247,2
1076482,3
397203,2
728632,2
752434,2
1021693,2
719100,2
1157793,3
692648,8
396276,2
1366868,4
1709190,2
190640,3
145101,2
1052034,2
1133606,2
1114492,3
1853079,2
1026131,2
1148172,2
1076125,2
1075743,2
1633263,2
700238,4
690950,2
1400219,2
1136043,2
1148002,3
1041391,2
1912669,2
1765293,2
1038888,5
949167,2
1846147,2
1528889,7
1449376,3
182886,2
177265,2
1172125,2
169397,2
1148976,3
1139642,2
1846117,2
1162459,2
1007169,2
1199301,2
1034644,3
183056,2
207429,3
1098114,2
640900,4
747447,2
1160602,3
960421,2
104406,2
168459,2
822320,2
638709,2
722330,2
200640,2
1029700,2
1012955,2
1093306,2
203724,4
1006308,3
1139081,3
733795,4
696565,2
1127781,2
1143145,2
1013546,2
737610,2
104025,3
206061,2
2066349,2
1820676,5
189386,3
1819599,2
1597139,5
1178742,2
1318241,4
631731,4
103316,7
191116,2
736125,2
204605,3
1163788,3
1375503,2
1343013,2
1163187,2
1247148,2
888293,2
1825250,2
721925,2
1849232,2
802798,3
1874676,4
1644588,4
722648,3
1242165,2
896254,3
200497,2
1298408,2
1496371,4
1237223,2
733153,2
1165672,3
1124051,3
1167941,2
1073053,2
1300176,2
1819727,2
701619,7
109399,2
161608,4
1005456,3
1573031,2
1300668,2
141372,2
1031370,2
189067,2
1343290,2
644611,2
423589,2
1621678,3
1086709,2
1175236,2
104874,3
203001,2
934172,2
1031728,2
790827,2
1366119,3
1993797,2
202443,2
194245,4
977156,2
715577,4
1844000,2
721958,3
1593243,2
721773,4
1755526,2
701652,3
1280356,2
1387908,2
171271,2
170109,2
887174,2
1592912,2
1005320,2
191168,3
871322,3
695917,2
1094089,2
194822,5
946478,3
197724,2
1048414,2
1055033,3
1059437,4
1155335,2
1032477,4
721665,2
1075362,2
740743,2
1002402,2
1023255,2
1018317,2
1606356,4
1395996,2
706003,2
723639,2
731134,3
1755741,2
710142,4
447886,3
1405028,2
1047979,2
367372,2
193386,2
1824649,2
1002291,2
1041314,2
638763,4
988242,2
1161902,2
732662,2
1249774,2
174835,2
715234,2
1017572,3
728265,2
172007,3
539031,3
183000,4
1805882,2
1240237,2
1582122,2
188308,2
204922,3
1907041,2
166315,4
1377998,2
1141717,4
869563,2
1212528,2
155772,2
996387,2
664633,3
1235604,2
1147952,2
1896639,3
701540,2
185713,2
1839399,3
1099692,4
1134605,2
1631634,2
1129257,3
692607,3
1009315,2
1249775,3
1384647,2
195619,2
724050,2
1116603,4
1134513,3
1603235,4
714781,2
1000186,2
1638842,2
1151295,4
1225953,2
1225768,2
215281,4
996998,2
1844249,2
1046440,3
1796301,2
1377892,2
1082043,4
208231,2
1361725,3
208167,2
206009,2
776993,2
1159916,2
1013625,2
1131319,2
718025,2
715246,2
1354346,2
463765,3
692666,2
1346924,2
579753,2
199167,2
1569749,2
590848,2
1839690,2
1319460,2
1641980,3
1179263,3
706716,2
693236,3
1138537,4
1173982,2
756463,3
1105290,5
1196398,2
879746,5
709716,2
964202,3
209285,2
695097,2
105565,2
944067,2
1301676,3
1031519,2
720008,2
203610,2
1101972,2
786751,2
1140575,5
1130187,3
1331611,2
1267276,3
1141033,2
1598838,2
180572,2
983937,4
1199039,4
1783848,2
206712,2
1405387,2
205468,2
715809,3
1406496,3
1082989,2
176132,2
1261088,2
1605078,2
1088305,2
427617,4
1068929,2
847625,2
1130318,2
1814502,2
553495,3
273253,3
588529,2
1093340,3
1141996,5
1182068,2
165888,2
1221648,3
1035421,2
1345052,2
1840515,2
1141146,4
195725,3
1166072,2
696201,6
1030570,5
416153,3
699686,3
1003103,2
1263551,3
1034415,4
679028,2
885305,4
1817960,2
860147,3
1169027,3
903989,2
990715,3
1607286,2
1015170,2
1163273,2
186409,2
1178377,3
718976,2
1011220,3
1357982,2
801819,2
716731,2
1017365,3
1414760,3
1196898,2
176831,3
187265,8
1864859,3
1475493,2
1811779,2
1413345,2
1739214,2
1285659,2
925759,2
732357,2
1083413,2
201320,2
1215645,4
1395534,2
183068,3
1644803,2
196274,4
992500,2
1602459,2
184239,2
1379743,2
1068840,2
1153356,2
1023929,2
748402,2
1818549,2
103805,4
1610034,3
1166302,2
170622,2
1609121,2
1768940,4
1022678,2
1275875,2
44652,2
1023888,3
38783,2
1019964,2
202970,2
723550,2
1138750,3
646233,2
1150849,2
207521,2
2062491,2
1458350,2
189200,3
646642,4
1811701,3
194840,2
1168083,3
1103513,2
930991,2
186351,2
1821865,2
644396,2
1405969,2
966673,2
178973,2
1083764,2
717118,4
1133742,2
195057,3
206317,2
899116,3
1841000,3
1000823,2
1161185,2
1099953,2
176502,3
212551,2
103552,2
1159514,2
202328,3
717021,2
1744690,2
1581622,3
732943,3
639291,2
907912,3
700693,2
422313,2
188594,2
153983,2
1681667,2
406514,2
1517768,2
718824,3
720873,3
169821,3
1138532,2
1307559,3
1416497,2
205429,2
1828578,2
988784,4
1136581,2
76965,2
1123565,2
1474073,2
705828,2
1557400,2
463601,2
1167415,2
1030405,3
1011519,2
1857085,2
1133113,2
1017176,4
1191973,2
723983,2
930456,3
1364948,2
996097,3
1780680,2
888323,2
686069,2
1150306,4
931777,2
1154685,3
166174,2
1006946,2
1596208,2
1007902,2
1136221,2
1148118,2
1821287,2
974391,2
253280,2
1138700,2
1651829,4
718585,2
111355,2
1358199,3
214618,3
1370406,6
1832720,2
707703,2
1014377,4
1062621,3
1479998,2
735938,2
1129033,2
1173379,5
1012181,2
1609898,2
1133828,2
1349206,4
1244775,2
706564,3
716383,2
858296,2
1103277,2
1004824,8
192515,3
719041,2
1033008,2
297432,2
1255746,2
103198,2
2128812,2
1021930,2
161399,3
957801,4
1041631,3
1598414,4
1826460,3
531083,3
1016220,2
749978,2
2066658,2
872858,2
1177919,3
1109209,5
1592009,2
719423,2
1769257,2
644378,2
176376,8
1019859,3
105107,2
1967578,2
1602914,2
1058965,2
938136,2
1376117,2
688364,2
744604,3
1623986,3
1069669,3
1000468,3
1605143,2
1133811,2
1669308,2
716789,2
1123926,2
1112299,2
1115978,2
1037872,2
170478,3
1626830,2
718271,9
655423,2
1078464,3
1532513,2
1639986,2
1586986,2
1135272,3
179032,2
1138621,3
103915,4
721983,4
503153,3
2066239,2
1372935,2
198209,3
462975,2
719602,2
741888,5
200024,2
706669,2
1380299,2
163155,3
739265,2
739113,3
1183431,3
1809378,2
958508,6
1043027,2
1046149,2
1150335,3
1426274,2
1165655,2
201052,2
189214,3
1493235,2
1141390,3
185037,2
1152382,3
1496321,2
166755,2
1961819,2
586772,3
1792262,2
1012994,2
749674,3
1053739,6
927993,4
1155011,3
1824797,2
1154704,2
209460,2
1153239,4
1811022,2
186347,9
690049,2
668407,2
179065,2
1098106,2
179127,3
550302,2
1225520,2
188548,6
1144826,3
195706,2
1378726,3
407058,3
1138207,2
2104648,2
1144204,2
1142271,2
197533,3
213680,2
1187915,2
1401187,2
778977,4
262045,3
188035,3
894656,2
1154111,2
211677,2
105315,4
1460970,2
1696334,2
1311617,2
929476,2
1146684,3
1008501,3
1300545,2
105764,2
1098220,2
1932445,3
1023049,2
728456,2
114515,5
1573829,2
731513,2
867742,3
717065,3
151779,6
1641694,2
172934,2
1348300,3
2068960,3
721565,3
165490,2
708971,2
206766,3
689753,8
1044994,3
1490292,2
2041566,2
1806454,2
651281,5
1159090,3
1043539,4
1868646,4
1385557,2
1106881,2
733564,3
1230329,2
1132874,2
781012,2
1168337,3
1189625,3
186172,2
191131,2
1624895,2
642225,2
423451,3
1663605,3
1133663,2
1174890,2
1630905,2
107496,2
185591,2
194865,3
691008,6
1384717,2
1420659,2
698829,2
719242,7
1246991,2
1179178,2
1512630,2
908638,2
1972108,2
262130,2
173687,2
1068501,3
33568,2
1256773,2
706482,8
786649,6
1841248,2
1491160,2
103458,2
726660,2
1134217,2
205338,2
1007031,2
1130238,2
1164250,3
1474010,3
1323841,2
704985,4
1745049,2
204552,2
1157573,2
723387,3
2038316,2
702750,2
173157,3
723979,2
713834,2
1813552,2
170670,3
1077038,2
1815472,2
1832355,2
720018,2
1005421,5
1212229,2
932892,2
802015,2
1009854,2
2144782,2
1684409,3
1819682,3
865764,3
1141970,2
1330239,2
332779,2
1109046,2
185222,3
1618763,2
709629,2
261762,2
2070925,2
768552,2
433495,2
1011523,2
412061,2
1122830,2
2157117,2
1236950,2
1378366,4
932666,2
908257,3
199929,2
1155471,2
1133948,2
911070,4
1173156,6
717015,2
758055,2
1345969,2
1162319,4
720713,2
1066580,2
735717,2
739331,2
1042604,3
191144,2
196849,4
1030339,2
929600,2
188690,2
552961,2
185798,2
1169936,2
642801,4
420591,3
706876,10
1076916,3
1673709,2
1956117,2
1142705,2
1109939,4
1841561,2
733034,2
1290850,3
1097741,2
1166421,2
1129962,2
1214477,2
1812138,2
188256,3
1005936,2
693524,3
1130479,2
717034,2
1491882,4
189565,4
1853335,2
1148614,2
1644586,2
1015004,2
1547919,2
211623,3
1088535,2
1253349,3
1139438,3
1023227,3
1350365,2
1066411,2
1006551,3
1361239,2
646571,5
1453567,3
176110,2
912347,2
1088438,2
1155708,4
1752970,2
1597906,2
1870387,2
1823441,2
1152664,2
1178790,3
1804351,2
1037927,2
1838515,2
1142030,2
1161186,3
400501,4
542372,2
1852995,2
1651942,2
720808,2
1144069,2
1141516,3
720741,3
1771592,2
204041,2
461380,2
1406176,2
2107606,2
406619,2
702918,2
160830,7
194578,6
1057239,4
1275578,2
1141804,2
693638,2
1796254,2
708555,6
730428,2
421221,5
203691,3
1042845,3
1190829,2
706936,4
203994,3
212341,5
1391347,2
1354778,3
1593033,2
618333,2
731576,2
910869,3
721779,2
1066379,2
727781,2
1087837,4
691023,2
166217,5
1648475,2
168197,2
1984161,4
970484,2
1141372,2
1019424,4
1243614,2
940555,2
1092597,2
997594,2
1145375,2
1829230,2
726802,2
738410,2
694146,18
1157076,2
196158,2
1042990,2
1066550,2
322987,2
1143153,2
1307246,4
929224,4
1212794,3
644941,4
1230388,2
1767110,2
197961,7
109124,3
1199368,4
1536340,2
244274,2
1607385,2
710412,4
1098269,12
205717,2
1128700,3
1826246,2
1108344,2
985234,2
422026,2
1594253,2
1873685,2
710392,2
1253445,2
1742907,2
711383,4
721881,2
2008181,3
207855,2
1142831,2
1026825,2
748845,4
197575,3
1600904,2
1800718,2
595816,2
1148380,4
944466,2
172199,2
1169011,2
717634,2
632753,2
203293,2
1227897,3
735491,2
190619,3
1576676,3
1610216,2
1350245,2
1142054,2
1169329,2
164310,2
1821843,2
1792072,3
174419,2
732886,3
203688,3
946472,3
689139,2
1827453,2
1157199,3
1158423,2
1504377,2
1953570,2
1335460,2
1018451,2
162070,2
1142092,2
736520,2
1557554,2
201105,5
1460833,6
1172242,2
1336202,2
719659,2
1143053,2
1031862,2
851116,2
1173618,2
1845281,2
1158530,5
196944,3
929402,2
1614294,2
1843728,2
183885,2
1172833,2
424737,2
1403403,4
1141523,2
1590377,2
1800528,2
1598882,3
853333,2
1641839,2
178983,2
181079,4
182266,2
1490182,2
1590393,3
1148697,5
697456,2
111142,3
1144926,2
935254,7
968173,2
1079078,2
1374711,3
721967,2
1105664,3
1007138,2
1108668,2
1644763,2
704748,2
178528,3
1174451,2
1827530,2
170722,2
1258089,2
1143065,2
124499,3
1035270,2
186277,2
399230,3
696176,2
1857768,3
213880,2
557392,3
1738894,2
718653,3
1466964,2
733640,3
193275,3
1604548,4
697618,2
1146661,2
160132,2
706635,2
1167312,2
391358,2
928995,4
1862160,2
1873772,2
710153,2
197192,2
1134577,2
977402,3
979333,2
104055,2
785426,2
227290,2
1007334,3
972576,2
1206457,2
706479,2
1130854,3
1822868,2
921645,2
1144364,2
718670,2
1867834,3
1154328,2
266019,2
1322995,2
913942,2
1831861,2
713906,2
736305,3
729257,2
643329,2
638408,2
1125044,2
1011579,4
1651734,2
1483559,2
1586721,2
1382236,2
992109,2
1128474,2
1594194,2
775395,2
1856245,2
1124144,4
1866832,2
189895,2
1116255,2
738034,5
1172745,2
1092482,2
1138895,2
1602621,2
189187,5
2057462,2
720610,4
1316294,2
1014882,4
802142,2
236301,2
708253,2
686766,2
703495,2
1128348,2
104232,4
1139314,2
1260861,2
201552,2
1135576,3
724378,4
1685877,2
108817,4
710070,3
1302555,2
2144746,2
711495,2
697837,2
1260541,2
1188696,2
1036469,5
1018008,2
1027938,4
1067794,2
1162176,3
208058,2
589263,4
915530,2
184535,2
1137199,2
1677609,2
1147011,2
708597,5
186476,2
1140690,5
196775,4
1037148,6
499946,2
1111944,2
1230936,3
1016191,2
1240851,4
420723,4
1149016,2
1122459,2
184351,2
1027660,4
1082236,2
1029356,2
1615408,2
1142450,2
1648663,2
1261519,3
1008181,3
1549643,2
1068205,2
1346412,2
697177,3
1142211,2
695005,2
1135614,2
1344272,3
194776,3
165771,3
1378661,2
181868,2
730084,2
213499,4
685365,2
719639,2
1157142,2
183138,2
193544,3
1066615,2
1093139,6
1150541,2
1191333,2
1326202,2
1029696,8
693382,2
1417621,2
1120502,2
85070,3
188424,3
1236911,2
176617,4
1866862,2
1096332,2
696020,2
698954,2
1150449,2
1083486,3
105481,3
626574,2
22847,2
909757,5
2109739,2
1839775,2
684734,2
1151468,4
1324330,2
369234,5
1029832,5
1868713,5
1386975,2
1623324,2
1169987,2
196371,2
716652,2
2111602,2
1486038,2
1109055,2
1100564,2
179990,2
76222,2
1144487,2
710399,2
1153473,2
240671,6
1174163,2
1848640,2
1024019,2
1229212,2
1145737,2
1341566,2
1028054,2
1016274,5
1106948,2
2109612,2
701746,2
675693,2
1413583,2
1184684,2
737715,2
1283572,4
697100,3
53594,2
2064760,2
1818596,2
193114,3
644157,2
707686,3
104240,2
697501,2
1007503,2
683945,2
693766,2
1139296,2
1740893,2
645290,2
1037067,2
198148,2
1508112,2
169387,2
1300392,2
1823651,3
187497,2
751115,2
933380,3
1184010,2
225777,2
988524,3
1513577,3
1162553,2
201288,4
180375,3
184342,3
1312644,2
989537,3
707538,2
1451040,2
714710,2
1179262,2
423026,6
619037,3
1610129,2
183715,2
423666,2
2072195,2
693081,2
1109361,3
